type,listPrice,lastSoldPrice,sqft,stories,beds,baths_full,garage,year_built,zip,baths_partial,price_per_sqft,price_category
single_family,225000.0,225000,1351.0,1.0,3.0,2.0,1.0,2013.0,34223,0.0,166.54330125832718,bajo
single_family,450000.0,445000,2243.0,2.0,3.0,2.0,2.0,1988.0,34655,1.0,198.39500668747215,medio
single_family,1350000.0,1350000,3864.0,1.0,4.0,3.0,3.0,1994.0,34292,1.0,349.37888198757764,alto
single_family,1100000.0,1000000,3450.0,1.0,5.0,3.0,3.0,1990.0,34677,1.0,289.8550724637681,alto
single_family,1500000.0,1390000,2466.0,2.0,3.0,3.0,2.0,2005.0,32266,0.0,563.6658556366585,alto
single_family,6950000.0,6375000,4502.0,4.0,6.0,6.0,2.0,2019.0,32461,1.0,1416.037316748112,alto
single_family,1295000.0,1258000,2478.0,2.0,3.0,3.0,2.0,2018.0,33713,0.0,507.6674737691687,alto
condos,359000.0,347500,1779.0,1.0,3.0,2.0,2.0,2001.0,34212,0.0,195.3344575604272,medio
single_family,675000.0,675000,2613.0,1.0,4.0,3.0,2.0,2006.0,34285,0.0,258.3237657864523,alto
single_family,459900.0,455000,1748.0,1.0,2.0,2.0,2.0,2023.0,32124,1.0,260.2974828375286,medio
condos,659000.0,613550,1255.0,1.0,2.0,2.0,0.0,1985.0,33715,0.0,488.8844621513944,alto
condos,495000.0,480000,1145.0,1.0,2.0,2.0,1.0,1986.0,33707,0.0,419.2139737991266,alto
single_family,499900.0,500000,2092.0,1.0,4.0,2.0,2.0,2013.0,34655,0.0,239.0057361376673,alto
single_family,4400000.0,4350000,5774.0,1.0,4.0,5.0,3.0,2006.0,33484,1.0,753.3772081745757,alto
single_family,665000.0,671000,2894.0,1.0,3.0,2.0,4.0,1980.0,32926,0.0,231.8590186592951,alto
single_family,1680000.0,1688000,2585.0,1.0,3.0,3.0,3.0,2013.0,34202,0.0,652.9980657640232,alto
single_family,1585000.0,1450000,2854.0,1.0,4.0,3.0,3.0,2012.0,33458,0.0,508.05886475122634,alto
single_family,405000.0,400000,1670.0,1.0,3.0,2.0,2.0,2011.0,32940,0.0,239.52095808383234,medio
single_family,1199900.0,1049000,3797.0,2.0,4.0,4.0,3.0,2017.0,33547,0.0,276.2707400579405,alto
single_family,329999.0,330000,1505.0,2.0,3.0,2.0,1.0,2000.0,33844,1.0,219.26910299003322,medio
single_family,411900.0,404500,1718.0,1.0,3.0,2.0,2.0,2011.0,32439,0.0,235.44819557625146,medio
single_family,419000.0,380000,1338.0,1.0,2.0,2.0,2.0,1980.0,33437,0.0,284.0059790732436,medio
single_family,389000.0,365000,1475.0,1.0,3.0,2.0,2.0,2022.0,34289,0.0,247.45762711864407,medio
single_family,855000.0,787000,1872.0,2.0,3.0,2.0,0.0,1989.0,32456,1.0,420.4059829059829,alto
single_family,799999.0,750000,2097.0,2.0,4.0,2.0,4.0,1996.0,33578,0.0,357.653791130186,alto
single_family,529000.0,480000,1697.0,1.0,3.0,2.0,2.0,1987.0,32084,0.0,282.85209192692986,alto
single_family,655000.0,625000,2326.0,1.0,4.0,3.0,2.0,1992.0,32408,0.0,268.7016337059329,alto
single_family,949000.0,920000,2456.0,1.0,4.0,3.0,3.0,2022.0,32168,0.0,374.5928338762215,alto
single_family,515000.0,515000,2231.0,1.0,4.0,3.0,3.0,1999.0,32934,0.0,230.83818915284627,alto
single_family,369900.0,330000,1976.0,1.0,3.0,2.0,2.0,2008.0,32439,0.0,167.00404858299595,medio
single_family,679000.0,699000,3514.0,2.0,4.0,3.0,2.0,2019.0,32533,1.0,198.91861126920887,alto
single_family,2695000.0,2690000,3969.0,1.0,3.0,4.0,3.0,2021.0,33496,0.0,677.7525825144872,alto
mobile,180000.0,170000,1296.0,1.0,3.0,2.0,0.0,2005.0,33980,0.0,131.17283950617283,bajo
mobile,40000.0,32500,1056.0,1.0,2.0,2.0,0.0,1982.0,34472,0.0,30.776515151515152,bajo
single_family,315000.0,310000,1354.0,1.0,3.0,2.0,2.0,1997.0,33947,0.0,228.9512555391433,medio
condos,350000.0,325000,1985.0,1.0,3.0,2.0,0.0,1985.0,34209,0.0,163.72795969773298,medio
single_family,450000.0,428000,2648.0,1.0,3.0,2.0,2.0,1997.0,32668,0.0,161.63141993957703,medio
single_family,1099000.0,1000000,3284.0,2.0,4.0,3.0,3.0,2003.0,33028,1.0,304.50669914738125,alto
single_family,1350000.0,1175000,2543.0,1.0,3.0,3.0,2.0,2005.0,32541,0.0,462.052693668895,alto
condos,214900.0,180000,1362.0,3.0,2.0,2.0,0.0,1991.0,33484,0.0,132.15859030837004,bajo
single_family,579500.0,530000,1900.0,1.0,3.0,2.0,2.0,2014.0,33953,0.0,278.94736842105266,alto
single_family,609000.0,600000,2952.0,2.0,5.0,3.0,3.0,1996.0,34677,0.0,203.2520325203252,alto
single_family,3600000.0,3550000,6687.0,2.0,4.0,5.0,4.0,2006.0,32224,1.0,530.8808135187678,alto
condos,198000.0,185000,1138.0,1.0,2.0,2.0,0.0,1985.0,33950,0.0,162.5659050966608,bajo
single_family,650000.0,650000,2740.0,3.0,3.0,3.0,1.0,2002.0,32084,1.0,237.22627737226279,alto
single_family,810000.0,790000,2298.0,1.0,3.0,2.0,2.0,2023.0,33412,0.0,343.77719756309835,alto
single_family,1335000.0,1335000,2675.0,1.0,3.0,3.0,3.0,2025.0,34240,0.0,499.06542056074767,alto
townhomes,619900.0,619000,1932.0,1.0,3.0,2.0,4.0,2017.0,33028,1.0,320.39337474120083,alto
single_family,455000.0,455000,1936.0,1.0,3.0,2.0,2.0,2022.0,34293,0.0,235.0206611570248,medio
single_family,1499000.0,1275000,3424.0,2.0,4.0,3.0,2.0,2024.0,32455,1.0,372.3714953271028,alto
condos,595000.0,560000,2203.0,1.0,3.0,3.0,1.0,2004.0,34229,0.0,254.1988197911938,alto
single_family,399900.0,370000,1275.0,1.0,2.0,2.0,2.0,2020.0,34285,0.0,290.19607843137254,medio
townhomes,1995000.0,1875000,3041.0,3.0,4.0,3.0,2.0,2022.0,33606,0.0,616.5734955606708,alto
single_family,1825000.0,1725000,4247.0,1.0,4.0,4.0,3.0,2007.0,34201,1.0,406.1690605133035,alto
condos,2650000.0,2600000,1680.0,1.0,2.0,2.0,2.0,2025.0,33062,1.0,1547.6190476190477,alto
single_family,339000.0,330000,1720.0,1.0,2.0,2.0,2.0,1996.0,34609,0.0,191.86046511627907,medio
single_family,375000.0,360000,1837.0,1.0,3.0,2.0,2.0,1983.0,33952,0.0,195.971692977681,medio
single_family,1550000.0,1450000,3292.0,2.0,4.0,3.0,3.0,2019.0,32413,1.0,440.46172539489675,alto
single_family,384800.0,380000,1644.0,1.0,3.0,2.0,2.0,2020.0,32908,0.0,231.1435523114355,medio
condos,330000.0,310000,1921.0,1.0,3.0,3.0,1.0,1998.0,32092,0.0,161.37428422696513,medio
single_family,299900.0,289900,1466.0,1.0,2.0,2.0,2.0,1992.0,34223,0.0,197.74897680763985,bajo
single_family,275000.0,281650,1780.0,1.0,2.0,2.0,2.0,1982.0,34606,0.0,158.23033707865167,bajo
single_family,725000.0,675000,2502.0,1.0,3.0,2.0,2.0,1980.0,32796,0.0,269.7841726618705,alto
single_family,650000.0,650000,2312.0,2.0,4.0,2.0,2.0,2001.0,32092,1.0,281.1418685121107,alto
condos,1800000.0,1700000,1448.0,1.0,2.0,2.0,1.0,1974.0,33432,0.0,1174.0331491712707,alto
single_family,304500.0,310000,1812.0,1.0,4.0,2.0,2.0,2023.0,32404,0.0,171.08167770419425,medio
condos,950000.0,850000,1730.0,1.0,2.0,2.0,2.0,2003.0,33301,1.0,491.32947976878614,alto
multi_family,865000.0,805000,2997.0,1.0,3.0,2.0,0.0,1976.0,33311,0.0,268.60193526860195,alto
single_family,1750000.0,1625000,2784.0,2.0,4.0,3.0,1.0,2013.0,32459,0.0,583.6925287356322,alto
single_family,674900.0,670000,2441.0,1.0,4.0,3.0,2.0,1988.0,33498,0.0,274.4776730848013,alto
single_family,295000.0,295000,1762.0,1.0,3.0,2.0,3.0,1998.0,34748,0.0,167.4233825198638,bajo
single_family,444990.0,414000,2495.0,1.0,4.0,3.0,2.0,2021.0,32092,0.0,165.9318637274549,medio
single_family,210000.0,215000,1196.0,1.0,3.0,2.0,0.0,1996.0,32570,0.0,179.76588628762542,bajo
single_family,289990.0,289990,1609.0,1.0,4.0,2.0,2.0,2026.0,32110,0.0,180.22995649471721,bajo
single_family,499900.0,489500,2267.0,1.0,4.0,2.0,2.0,2006.0,32168,0.0,215.92412880458755,alto
single_family,840000.0,715000,3300.0,1.0,5.0,3.0,3.0,2019.0,32571,1.0,216.66666666666666,alto
single_family,749000.0,755000,2539.0,2.0,4.0,2.0,2.0,1997.0,33073,1.0,297.3611658133123,alto
single_family,699000.0,675000,2698.0,1.0,4.0,3.0,2.0,2005.0,33573,0.0,250.18532246108228,alto
single_family,459900.0,445000,1750.0,1.0,3.0,2.0,2.0,1996.0,33437,0.0,254.28571428571428,medio
single_family,402000.0,402000,2376.0,2.0,4.0,2.0,2.0,1970.0,32277,1.0,169.1919191919192,medio
condos,825000.0,755000,1432.0,1.0,3.0,3.0,1.0,2015.0,33137,0.0,527.2346368715084,alto
single_family,299000.0,282000,1577.0,1.0,2.0,2.0,2.0,2004.0,33953,0.0,178.82054533925174,bajo
single_family,374900.0,330000,1689.0,1.0,4.0,2.0,2.0,1998.0,33844,0.0,195.38188277087033,medio
single_family,399990.0,399990,2499.0,2.0,5.0,3.0,2.0,2026.0,32218,0.0,160.06002400960384,medio
single_family,399000.0,400000,1712.0,1.0,3.0,2.0,2.0,1995.0,33573,0.0,233.6448598130841,medio
single_family,415000.0,405000,1839.0,1.0,3.0,2.0,2.0,1989.0,34986,1.0,220.2283849918434,medio
single_family,849900.0,830000,2095.0,1.0,3.0,2.0,2.0,2024.0,33412,0.0,396.18138424821,alto
single_family,1032356.0,970000,2900.0,2.0,4.0,4.0,2.0,2026.0,32081,1.0,334.48275862068965,alto
single_family,449900.0,432704,1602.0,1.0,3.0,2.0,2.0,1989.0,34450,0.0,270.1023720349563,medio
single_family,518900.0,518900,2255.0,2.0,4.0,3.0,3.0,2026.0,32317,0.0,230.1108647450111,alto
mobile,39900.0,37000,1680.0,1.0,2.0,2.0,0.0,1984.0,33912,0.0,22.023809523809526,bajo
single_family,534400.0,534500,2255.0,2.0,4.0,3.0,3.0,2026.0,32317,0.0,237.02882483370288,alto
single_family,1250000.0,1170000,2652.0,1.0,4.0,3.0,3.0,1994.0,34292,0.0,441.1764705882353,alto
single_family,625000.0,517500,1997.0,3.0,3.0,2.0,2.0,1989.0,32082,1.0,259.13870806209314,alto
single_family,935000.0,900000,1116.0,2.0,2.0,2.0,4.0,1973.0,33037,0.0,806.4516129032259,alto
single_family,279000.0,279000,1967.0,1.0,3.0,2.0,2.0,1999.0,34748,0.0,141.8403660396543,bajo
single_family,140000.0,129000,980.0,1.0,3.0,2.0,0.0,1991.0,32533,0.0,131.6326530612245,bajo
single_family,569000.0,545000,2664.0,1.0,4.0,2.0,2.0,2006.0,32563,1.0,204.5795795795796,alto
single_family,525000.0,495000,3438.0,1.0,4.0,3.0,3.0,2013.0,32539,0.0,143.97905759162305,alto
single_family,389000.0,360000,1531.0,1.0,2.0,2.0,2.0,1989.0,34293,0.0,235.14043109079034,medio
townhomes,344900.0,335000,1991.0,2.0,3.0,2.0,2.0,2021.0,34653,1.0,168.25715720743344,medio
single_family,2899000.0,2700000,5352.0,2.0,5.0,4.0,2.0,2005.0,32920,1.0,504.4843049327354,alto
single_family,789900.0,735000,2086.0,1.0,3.0,2.0,2.0,1997.0,33418,1.0,352.3489932885906,alto
single_family,320000.0,315000,1578.0,1.0,3.0,2.0,0.0,1953.0,32301,0.0,199.61977186311788,medio
single_family,1599000.0,1300000,4002.0,1.0,4.0,5.0,2.0,1985.0,33487,1.0,324.8375812093953,alto
single_family,3325000.0,3100000,4854.0,1.0,6.0,5.0,3.0,1989.0,33431,0.0,638.648537288834,alto
townhomes,499900.0,475000,1408.0,2.0,3.0,2.0,0.0,2000.0,33311,0.0,337.35795454545456,medio
single_family,450000.0,435000,2502.0,2.0,4.0,3.0,2.0,2006.0,32244,0.0,173.86091127098322,medio
condos,384900.0,372000,1205.0,2.0,2.0,2.0,0.0,1975.0,32937,1.0,308.7136929460581,medio
single_family,2649000.0,2750000,5501.0,2.0,4.0,5.0,3.0,2006.0,32225,1.0,499.90910743501183,alto
condos,349900.0,337500,1013.0,1.0,2.0,2.0,0.0,1973.0,34285,0.0,333.16880552813427,medio
single_family,499900.0,485000,2500.0,2.0,4.0,3.0,2.0,2026.0,32092,0.0,194.0,alto
mobile,185000.0,180000,1232.0,1.0,2.0,2.0,0.0,1998.0,33771,0.0,146.1038961038961,bajo
single_family,564900.0,564900,2364.0,1.0,4.0,3.0,2.0,2017.0,32317,0.0,238.95939086294416,alto
single_family,279900.0,279900,1450.0,1.0,3.0,2.0,1.0,2026.0,32583,0.0,193.0344827586207,bajo
single_family,418000.0,410000,2101.0,1.0,4.0,2.0,0.0,1983.0,32536,0.0,195.1451689671585,medio
single_family,1595000.0,1400000,3508.0,1.0,4.0,4.0,3.0,1991.0,33414,0.0,399.0877993158495,alto
condos,525000.0,485000,1415.0,1.0,2.0,2.0,0.0,1976.0,32082,0.0,342.75618374558303,alto
condos,299000.0,265000,1377.0,2.0,2.0,2.0,1.0,2002.0,33436,1.0,192.4473493100944,bajo
single_family,409000.0,385000,1844.0,1.0,4.0,2.0,0.0,1976.0,32312,0.0,208.78524945770064,medio
single_family,326000.0,326000,1582.0,1.0,4.0,2.0,2.0,1995.0,33511,0.0,206.06826801517067,medio
single_family,3300000.0,2750000,2457.0,1.0,3.0,3.0,2.0,1987.0,33404,0.0,1119.2511192511192,alto
single_family,699000.0,740000,2763.0,1.0,4.0,3.0,2.0,1994.0,32312,0.0,267.8248280854144,alto
single_family,725000.0,685000,1577.0,1.0,3.0,2.0,2.0,1991.0,33410,0.0,434.3690551680406,alto
single_family,489000.0,493000,1668.0,1.0,3.0,2.0,2.0,1985.0,33411,0.0,295.56354916067147,alto
single_family,480000.0,507000,1486.0,1.0,4.0,3.0,0.0,1954.0,33161,0.0,341.1843876177658,alto
condos,139900.0,137000,1144.0,2.0,2.0,2.0,0.0,1975.0,34667,0.0,119.75524475524476,bajo
single_family,420000.0,400000,2026.0,1.0,2.0,2.0,2.0,1998.0,33437,0.0,197.43336623889437,medio
single_family,849900.0,800000,2498.0,1.0,3.0,2.0,2.0,1984.0,33498,0.0,320.2562049639712,alto
single_family,600000.0,580000,2227.0,1.0,3.0,2.0,2.0,2003.0,33437,1.0,260.44005388414905,alto
single_family,235000.0,215000,1374.0,1.0,2.0,2.0,1.0,1973.0,32428,0.0,156.47743813682678,bajo
condos,170000.0,165000,1291.0,1.0,2.0,2.0,1.0,1988.0,33573,0.0,127.80790085205267,bajo
mobile,218900.0,217000,1560.0,1.0,3.0,2.0,0.0,2021.0,32621,0.0,139.10256410256412,bajo
single_family,850000.0,832500,3082.0,1.0,5.0,3.0,3.0,2015.0,32754,1.0,270.1168072680078,alto
single_family,630000.0,615000,1975.0,1.0,3.0,2.0,2.0,1991.0,32541,1.0,311.39240506329116,alto
single_family,945000.0,945000,3007.0,1.0,4.0,3.0,3.0,2006.0,34202,0.0,314.26671100764884,alto
single_family,899000.0,899000,2902.0,1.0,4.0,3.0,0.0,2000.0,32323,0.0,309.7863542384562,alto
condos,349900.0,335000,1615.0,1.0,2.0,2.0,1.0,2008.0,32119,0.0,207.43034055727554,medio
single_family,229000.0,215000,1727.0,1.0,3.0,2.0,2.0,2002.0,33472,0.0,124.49334105385061,bajo
single_family,795000.0,825000,3342.0,2.0,5.0,3.0,2.0,1998.0,32256,1.0,246.85816876122084,alto
single_family,375000.0,375000,1436.0,1.0,2.0,2.0,2.0,2021.0,34293,0.0,261.142061281337,medio
single_family,313490.0,290000,1609.0,1.0,4.0,2.0,2.0,2026.0,32218,0.0,180.23617153511498,bajo
condos,975000.0,900000,1247.0,1.0,2.0,2.0,0.0,1974.0,34285,0.0,721.7321571772253,alto
condos,269000.0,264000,1117.0,1.0,2.0,2.0,0.0,1992.0,32082,0.0,236.34735899731425,bajo
single_family,2300000.0,2106500,2182.0,2.0,4.0,3.0,0.0,1992.0,32566,0.0,965.3987167736022,alto
single_family,1195000.0,1100000,2696.0,1.0,5.0,4.0,0.0,2018.0,33070,0.0,408.0118694362018,alto
single_family,699990.0,660000,3798.0,2.0,5.0,4.0,3.0,2022.0,34771,0.0,173.77567140600317,alto
single_family,729000.0,710000,2429.0,1.0,4.0,3.0,3.0,2001.0,34243,0.0,292.30135858377935,alto
condos,157500.0,147000,1088.0,1.0,2.0,2.0,0.0,1978.0,34209,0.0,135.11029411764707,bajo
condos,310000.0,285000,1308.0,1.0,2.0,2.0,0.0,1987.0,32407,0.0,217.88990825688074,bajo
single_family,350000.0,337900,1658.0,1.0,3.0,2.0,2.0,1994.0,34491,1.0,203.79975874547648,medio
single_family,585000.0,545000,2133.0,1.0,4.0,2.0,2.0,2002.0,34229,0.0,255.50867323019222,alto
single_family,225000.0,217350,960.0,1.0,2.0,1.0,3.0,1983.0,33881,0.0,226.40625,bajo
single_family,925000.0,865000,3640.0,1.0,4.0,3.0,2.0,1995.0,32408,1.0,237.63736263736263,alto
single_family,225000.0,215000,1124.0,1.0,2.0,1.0,0.0,1973.0,34450,0.0,191.28113879003558,bajo
single_family,530000.0,515000,1914.0,1.0,2.0,2.0,2.0,2022.0,32259,0.0,269.0700104493208,alto
single_family,365900.0,369900,2550.0,2.0,5.0,3.0,2.0,2025.0,32327,0.0,145.05882352941177,medio
single_family,595000.0,595000,3092.0,2.0,5.0,3.0,2.0,1998.0,32256,0.0,192.4320827943079,alto
condos,199950.0,192500,1394.0,1.0,3.0,2.0,0.0,2005.0,32256,0.0,138.09182209469154,bajo
townhomes,272000.0,262000,1425.0,1.0,2.0,2.0,2.0,1989.0,32780,0.0,183.859649122807,bajo
single_family,1575000.0,1450000,3453.0,3.0,4.0,3.0,2.0,1999.0,32233,1.0,419.9247031566754,alto
single_family,365000.0,365000,1820.0,1.0,4.0,2.0,2.0,2022.0,34951,0.0,200.54945054945054,medio
single_family,430000.0,400000,2601.0,2.0,5.0,3.0,2.0,2022.0,34947,0.0,153.78700499807766,medio
single_family,629000.0,615000,1336.0,1.0,2.0,2.0,0.0,1974.0,33043,0.0,460.3293413173653,alto
townhomes,289000.0,270000,1426.0,2.0,2.0,2.0,0.0,1977.0,33433,1.0,189.34081346423562,bajo
single_family,725000.0,650000,3050.0,2.0,5.0,5.0,2.0,2006.0,34747,0.0,213.11475409836066,alto
single_family,825000.0,839000,3100.0,2.0,4.0,3.0,2.0,2014.0,32312,0.0,270.64516129032256,alto
single_family,314440.0,314440,1609.0,1.0,4.0,2.0,2.0,2026.0,32043,0.0,195.42573026724673,medio
single_family,279000.0,345000,1377.0,1.0,2.0,1.0,1.0,1930.0,32507,0.0,250.5446623093682,medio
single_family,339000.0,339000,1679.0,1.0,3.0,2.0,2.0,1994.0,32404,1.0,201.90589636688506,medio
single_family,859000.0,800000,2758.0,1.0,3.0,3.0,3.0,2014.0,34986,1.0,290.06526468455405,alto
single_family,475000.0,450000,2799.0,1.0,3.0,2.0,2.0,1996.0,33852,0.0,160.77170418006432,medio
single_family,449900.0,449900,2025.0,1.0,3.0,2.0,3.0,2025.0,34465,0.0,222.17283950617283,medio
single_family,1540000.0,1532000,2521.0,1.0,3.0,3.0,3.0,1996.0,32550,0.0,607.69535898453,alto
condos,210000.0,208000,1012.0,1.0,2.0,2.0,1.0,1987.0,33884,0.0,205.53359683794466,bajo
condos,164000.0,155000,960.0,4.0,2.0,2.0,0.0,1977.0,33435,0.0,161.45833333333334,bajo
single_family,410000.0,410000,1872.0,2.0,3.0,2.0,0.0,2014.0,32459,1.0,219.01709401709402,medio
single_family,699900.0,685000,3319.0,2.0,5.0,3.0,3.0,1996.0,33467,0.0,206.38746610424826,alto
single_family,314900.0,290000,1675.0,1.0,3.0,2.0,2.0,1967.0,32114,0.0,173.13432835820896,bajo
single_family,815000.0,825000,1804.0,1.0,3.0,2.0,1.0,1957.0,33706,1.0,457.3170731707317,alto
single_family,340000.0,340000,1263.0,1.0,2.0,2.0,1.0,1961.0,34952,0.0,269.20031670625497,medio
mobile,129900.0,129900,1000.0,1.0,2.0,2.0,0.0,1975.0,33823,0.0,129.9,bajo
single_family,379900.0,369900,1930.0,1.0,4.0,2.0,2.0,2018.0,32506,1.0,191.6580310880829,medio
condos,299000.0,290000,1534.0,1.0,2.0,2.0,1.0,1995.0,34113,0.0,189.04823989569752,bajo
single_family,350000.0,350000,1851.0,1.0,3.0,2.0,2.0,1999.0,32162,0.0,189.08698001080498,medio
condos,53500.0,45000,720.0,2.0,1.0,1.0,0.0,1974.0,33446,1.0,62.5,bajo
single_family,699000.0,650000,2527.0,2.0,4.0,3.0,2.0,2021.0,32137,0.0,257.2220023743569,alto
condos,389900.0,380000,1460.0,4.0,2.0,2.0,0.0,1992.0,33484,0.0,260.2739726027397,medio
single_family,599999.0,599999,2087.0,1.0,3.0,2.0,2.0,2018.0,32934,0.0,287.49353138476283,alto
condos,795000.0,780000,1839.0,1.0,3.0,3.0,0.0,2006.0,32507,1.0,424.1435562805873,alto
condos,2899000.0,2720000,2500.0,1.0,3.0,3.0,2.0,2025.0,33062,1.0,1088.0,alto
mobile,325000.0,320000,1976.0,1.0,4.0,2.0,0.0,2017.0,32258,0.0,161.94331983805668,medio
single_family,313000.0,305000,1844.0,1.0,4.0,2.0,2.0,2021.0,32526,0.0,165.40130151843817,medio
single_family,299900.0,275000,1392.0,1.0,3.0,2.0,2.0,2016.0,32163,0.0,197.55747126436782,bajo
single_family,220000.0,207500,1136.0,1.0,2.0,2.0,0.0,1982.0,34293,0.0,182.65845070422534,bajo
single_family,468000.0,450000,2686.0,1.0,2.0,2.0,3.0,1971.0,33875,0.0,167.53536857781086,medio
single_family,574000.0,555000,1722.0,1.0,3.0,2.0,2.0,2000.0,33446,0.0,322.29965156794424,alto
mobile,88555.0,65000,960.0,1.0,2.0,2.0,0.0,1972.0,33771,0.0,67.70833333333333,bajo
single_family,375000.0,365000,1819.0,1.0,3.0,2.0,2.0,1984.0,32127,0.0,200.6597031335899,medio
single_family,340000.0,330000,1976.0,2.0,2.0,2.0,2.0,2004.0,32168,1.0,167.00404858299595,medio
single_family,745000.0,725000,3016.0,1.0,4.0,3.0,3.0,2003.0,32578,0.0,240.3846153846154,alto
single_family,899000.0,875000,1077.0,1.0,2.0,2.0,4.0,1966.0,33050,0.0,812.4419684308264,alto
single_family,584000.0,575000,2366.0,1.0,3.0,2.0,2.0,1989.0,34292,0.0,243.0262045646661,alto
single_family,1299000.0,1100000,4743.0,1.0,3.0,3.0,3.0,1996.0,33913,1.0,231.92072527935906,alto
mobile,152000.0,152000,1120.0,1.0,2.0,2.0,0.0,1988.0,33556,0.0,135.71428571428572,bajo
condos,226000.0,226000,1263.0,1.0,2.0,2.0,1.0,1993.0,33912,0.0,178.9390340459224,bajo
single_family,599900.0,577750,1926.0,1.0,3.0,2.0,2.0,1985.0,33990,0.0,299.9740394600208,alto
single_family,390000.0,380000,1949.0,1.0,4.0,2.0,2.0,2019.0,32226,0.0,194.97178040020523,medio
mobile,72000.0,65000,1600.0,1.0,2.0,2.0,0.0,1992.0,33825,0.0,40.625,bajo
condos,419000.0,405000,1414.0,1.0,2.0,2.0,1.0,2000.0,34112,0.0,286.4214992927864,medio
single_family,759900.0,715000,2314.0,1.0,4.0,2.0,3.0,2019.0,33947,1.0,308.9887640449438,alto
condos,289900.0,280000,1415.0,1.0,3.0,2.0,0.0,1997.0,33908,0.0,197.87985865724383,bajo
condos,269900.0,260000,1415.0,1.0,3.0,2.0,0.0,1999.0,33908,0.0,183.74558303886926,bajo
single_family,1349900.0,1300000,2280.0,1.0,4.0,2.0,2.0,2006.0,34120,0.0,570.1754385964912,alto
condos,295000.0,295000,1306.0,1.0,2.0,2.0,0.0,2003.0,33928,0.0,225.88055130168453,bajo
condos,775000.0,730000,2015.0,1.0,3.0,3.0,2.0,1997.0,34109,0.0,362.28287841191064,alto
townhomes,308500.0,300000,1531.0,2.0,3.0,2.0,1.0,2016.0,32566,1.0,195.95035924232528,medio
condos,165000.0,155000,1151.0,1.0,2.0,2.0,1.0,1988.0,33573,0.0,134.66550825369245,bajo
condos,299900.0,270000,1542.0,2.0,2.0,2.0,0.0,1979.0,34112,0.0,175.09727626459144,bajo
single_family,1295000.0,1210000,3040.0,1.0,3.0,3.0,2.0,1985.0,34105,0.0,398.0263157894737,alto
single_family,299900.0,299900,2195.0,1.0,3.0,2.0,2.0,2008.0,32054,0.0,136.62870159453303,medio
condos,198000.0,190000,1348.0,1.0,3.0,2.0,0.0,2001.0,34269,0.0,140.94955489614244,bajo
single_family,499000.0,494500,1700.0,1.0,3.0,2.0,2.0,1969.0,32503,0.0,290.88235294117646,alto
single_family,629999.0,615000,2178.0,1.0,4.0,3.0,2.0,2020.0,33033,0.0,282.36914600550966,alto
single_family,2475000.0,2347500,2840.0,1.0,4.0,3.0,3.0,2021.0,34114,1.0,826.5845070422536,alto
single_family,1100000.0,1000000,2952.0,1.0,4.0,3.0,3.0,2015.0,32955,0.0,338.75338753387535,alto
single_family,357500.0,350000,1364.0,1.0,2.0,2.0,1.0,2000.0,33928,0.0,256.59824046920824,medio
single_family,749000.0,725000,1341.0,1.0,3.0,2.0,4.0,2015.0,33037,0.0,540.641312453393,alto
condos,599000.0,514478,2373.0,1.0,3.0,2.0,2.0,2006.0,34134,1.0,216.8048883270122,alto
single_family,1195000.0,1150000,4038.0,2.0,3.0,4.0,2.0,1995.0,34134,0.0,284.7944526993561,alto
single_family,529777.0,522000,1519.0,1.0,3.0,2.0,2.0,2011.0,33967,0.0,343.64713627386436,alto
single_family,850000.0,775000,2000.0,2.0,3.0,2.0,2.0,1988.0,34105,1.0,387.5,alto
townhomes,267500.0,255000,1576.0,2.0,3.0,2.0,1.0,2015.0,33578,1.0,161.8020304568528,bajo
condos,239000.0,239000,1186.0,1.0,2.0,2.0,0.0,1981.0,33484,0.0,201.5177065767285,bajo
condos,729000.0,729000,1654.0,1.0,3.0,2.0,2.0,2015.0,34120,0.0,440.7496977025393,alto
single_family,689000.0,680000,1823.0,1.0,2.0,2.0,3.0,2004.0,33913,0.0,373.0115194733955,alto
condos,699000.0,685000,2512.0,2.0,3.0,3.0,2.0,2006.0,34114,0.0,272.6910828025478,alto
single_family,651900.0,651900,2719.0,1.0,3.0,3.0,3.0,2025.0,33905,1.0,239.75726369988968,alto
single_family,349000.0,350000,1808.0,1.0,4.0,3.0,2.0,2004.0,33534,0.0,193.58407079646017,medio
condos,315000.0,308500,1194.0,1.0,2.0,2.0,0.0,2006.0,34120,0.0,258.3752093802345,medio
condos,330000.0,330000,900.0,1.0,1.0,1.0,0.0,1979.0,33009,0.0,366.6666666666667,medio
single_family,535000.0,525000,2434.0,1.0,4.0,3.0,3.0,2003.0,33912,0.0,215.69433032046015,alto
single_family,3389000.0,2925000,5468.0,2.0,5.0,4.0,3.0,1986.0,34119,0.0,534.9305047549378,alto
condos,3250000.0,3125000,3458.0,1.0,4.0,4.0,2.0,2024.0,33432,1.0,903.7015615962985,alto
